"species"	"detection_cue"	"minute"	"distance_m"	"fragment"	"point"	"microhabitat"	"date"	"start_time"	"end_time"	"route"	"page_number"	"notes"
"Amaurospiza_moesta"	"aural"	"0-3"	"0-10"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"0-10"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"0-10"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"0-3"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"3-5"	"10-25"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"3-5"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"3-5"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"3-5"	"50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"5-10"	"25-50"	"A"	1	"Clareira/taquara"	"2025-09-23"	"06:03"	"06:13"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Veniliornis_spilogaster"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Cyclarhis_gujanensis"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Lathrotriccus_euleri"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Amaurospiza_moesta"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Veniliornis_spilogaster"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Poecilotriccus_plumbeiceps"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Cranioleuca_obsoleta"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Colaptes_melanochloros"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Leptotila_rufaxilla"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"3-5"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"0-3"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"0-3"	"50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Troglodytes_musculus"	"aural"	"3-5"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Saltator_maxillosus"	"aural"	"3-5"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"5-10"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"5-10"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"5-10"	"10-25"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"5-10"	"25-50"	"A"	10	"Sub-bosque/taquara"	"2025-09-23"	"08:27"	"08:37"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Poecilotriccus_plumbeiceps"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Cyclarhis_gujanensis"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Sittasomus_griseicapillus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Trogon_surrucura"	"aural"	"0-3"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Trichothraupis_melanops"	"aural"	"3-5"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	1	NA
"Troglodytes_musculus"	"aural"	"3-5"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	2	NA
"Stephanoxis_loddigesii"	"aural"	"5-10"	"10-25"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	2	NA
"Lathrotriccus_euleri"	"aural"	"5-10"	"25-50"	"A"	11	"Sub-bosque"	"2025-09-23"	"08:42"	"08:52"	"1-12"	2	NA
"Conopophaga_lineata"	"aural"	"0-3"	"0-10"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"0-10"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Lathrotriccus_euleri"	"aural"	"0-3"	"0-10"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Dendrocolaptes_platyrostris"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Cyclarhis_gujanensis"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Cyanoloxia_brissonii"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Sittasomus_griseicapillus"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Zenaida_auriculata"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Tersina_viridis"	"aural"	"0-3"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"3-5"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"3-5"	"50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"3-5"	"50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"5-10"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Thamnophilus_caerulescens"	"aural"	"5-10"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Thamnophilus_caerulescens"	"aural"	"5-10"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Molothrus_bonariensis"	"aural"	"5-10"	"10-25"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Troglodytes_musculus"	"aural"	"5-10"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Trichothraupis_melanops"	"aural"	"5-10"	"25-50"	"A"	12	"Sub-bosque"	"2025-09-23"	"08:57"	"09:07"	"1-12"	2	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Cyclarhis_gujanensis"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Mackenziaena_leachii"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Amaurospiza_moesta"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"3-5"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Myiarchus_swainsoni"	"aural"	"3-5"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"3-5"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"3-5"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Saltator_similis"	"aural"	"3-5"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"3-5"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"3-5"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Thraupis_sayaca"	"aural"	"3-5"	"25-50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"3-5"	"50"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
"Turdus_amaurochalinus"	"aural"	"5-10"	"10-25"	"A"	2	"Clareira/taquara"	"2025-09-23"	"06:18"	"06:28"	"1-12"	1	NA
