"species"	"detection_cue"	"minute"	"distance_m"	"fragment"	"point"	"microhabitat"	"date"	"start_time"	"end_time"	"route"	"page_number"	"notes"
"Thamnophilus_caerulescens"	"aural"	"5-10"	"10-25"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Myiodynastes_maculatus"	"aural"	"5-10"	"10-25"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Syndactyla_rufosuperciliata"	"aural"	"5-10"	"10-25"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Chlorophonia_cyanea"	"aural"	"5-10"	"10-25"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Pitangus_sulphuratus"	"aural"	"5-10"	"25-50"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Paroaria_coronata"	"aural"	"5-10"	"50"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Camptostoma_obsoletum"	"aural"	"5-10"	"50"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Vireo_chivi"	"aural"	"5-10"	"50"	"D"	7	"Sub-bosque"	"2025-09-26"	"07:12"	"07:22"	"12-1"	2	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"0-10"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"0-10"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"0-10"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Dendrocolaptes_platyrostris"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Trichothraupis_melanops"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Trichothraupis_melanops"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Molothrus_bonariensis"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Molothrus_bonariensis"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Turdus_albicollis"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Synallaxis_cinerascens"	"aural"	"0-3"	"25-50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Lepidocolaptes_falcinellus"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Tolmomyias_sulphurescens"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Troglodytes_musculus"	"aural"	"0-3"	"50"	"D"	8	"Sub-bosque"	"2025-09-26"	"07:25"	"07:35"	"12-1"	1	NA
"Veniliornis_spilogaster"	"aural"	"3-5"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Turdus_rufiventris"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Cyanoloxia_brissonii"	"aural"	"5-10"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Pachyramphus_validus"	"aural"	"5-10"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Trogon_surrucura"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Euphonia_chlorotica"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Zonotrichia_capensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Zonotrichia_capensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Saltator_similis"	"aural"	"0-3"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Stephanoxis_loddigesii"	"aural"	"0-3"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Pachyramphus_validus"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Conirostrum_speciosum"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Vireo_chivi"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Dendrocolaptes_platyrostris"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Sittasomus_griseicapillus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Saltator_similis"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Lepidocolaptes_falcinellus"	"aural"	"0-3"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiarchus_swainsoni"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiarchus_swainsoni"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	1	NA
"Veniliornis_spilogaster"	"aural"	"3-5"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Turdus_rufiventris"	"aural"	"3-5"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Cyanoloxia_brissonii"	"aural"	"5-10"	"0-10"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Pachyramphus_validus"	"aural"	"5-10"	"10-25"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Euphonia_chlorotica"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Thraupis_sayaca"	"aural"	"5-10"	"25-50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Trogon_surrucura"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Zonotrichia_capensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Zonotrichia_capensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"D"	9	"Sub-bosque/Clareira"	"2025-09-26"	"07:38"	"07:49"	"12-1"	2	NA
"Saltator_similis"	"aural"	"0-3"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Empidonomus_varius"	"aural"	"0-3"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Vireo_chivi"	"aural"	"0-3"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Myiarchus_swainsoni"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Lepidocolaptes_falcinellus"	"aural"	"0-3"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Sittasomus_griseicapillus"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Paroaria_coronata"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Chlorophonia_cyanea"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Chlorophonia_cyanea"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Megarynchus_pitangua"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Pachyramphus_validus"	"aural"	"0-3"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Turdus_rufiventris"	"aural"	"3-5"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Pachyramphus_validus"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Turdus_rufiventris"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Pachyramphus_validus"	"aural"	"3-5"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Paroaria_coronata"	"aural"	"5-10"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	1	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Turdus_leucomelas"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiodynastes_maculatus"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Hemithraupis_guira"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Hemithraupis_guira"	"aural"	"3-5"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiopsitta_monachus"	"aural"	"3-5"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiopsitta_monachus"	"aural"	"3-5"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiopsitta_monachus"	"aural"	"3-5"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Euphonia_chlorotica"	"aural"	"3-5"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"0-10"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Trichothraupis_melanops"	"aural"	"5-10"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Trichothraupis_melanops"	"aural"	"5-10"	"10-25"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Veniliornis_spilogaster"	"aural"	"5-10"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Conopophaga_lineata"	"aural"	"5-10"	"25-50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiopsitta_monachus"	"aural"	"5-10"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
"Myiopsitta_monachus"	"aural"	"5-10"	"50"	"D"	10	"Sub-bosque"	"2025-09-26"	"07:51"	"08:01"	"12-1"	2	NA
